time,body_id,mass,x,y,z,vx,vy,vz
340000.0,3,3.358963612509865e+24,-668100120.1277536,403876245.6220112,-869445506.2268254,428.0163831199514,-479.89346379817033,220.3111917567353
340000.0,4,7.418048871488694e+24,708711473.8107325,161949853.66109782,-871332282.4949604,-574.3396498339199,482.78102554384657,-90.27958955259312
340000.0,5,3.685693586328256e+24,-256470270.5047277,461139085.9358008,-681228386.8182544,-79.71362782966895,105.95026012069232,-20.230077924375166
340000.0,6,6.226357146557448e+24,128322402.2251603,-475867254.1500253,-45343194.30978097,312.66047700230774,647.758895584909,-816.0335055297693
340000.0,7,8.465520410768719e+24,128603472.04040417,837735903.3020332,35667088.14868909,-429.1632291884591,-319.98750794274093,-761.2834954512174
340000.0,8,6.293250332675079e+24,408966935.51008594,-56751274.12283938,-221547513.95230004,-858.255519652337,416.1069098652704,-666.2991863506581
340000.0,9,9.6333450285479e+24,-714043996.8327868,579515902.9793699,-34307005.22285637,48.36832915564846,-809.1925404103332,-794.8660309149925
350000.0,0,1.554118165150887e+23,-1130731057.3894181,-95255514.54732499,-508223998.7565274,-1881.584439242156,285.7267940781421,-973.5307122423895
350000.0,1,2.6523384296295672e+23,112086017.83567332,449307742.10036623,-225958423.11333334,-440.8838671434221,-180.69638540696656,-211.81672506476795
350000.0,2,9.406705410554697e+24,-721696199.2708933,-154270116.6087394,-437194498.1616915,23.60199839210694,97.25251119723495,-407.6212508966665
350000.0,3,3.358963612509865e+24,-663735123.439606,399038010.7404628,-867111595.592144,445.01872460030876,-487.75122772669874,246.56360434889072
350000.0,4,7.418048871488694e+24,702898440.5582446,166772707.74336123,-872167509.2991759,-588.30407907373,481.7769271484248,-76.7414842112487
350000.0,5,3.685693586328256e+24,-257313515.8136617,462146405.7181919,-681353116.4455782,-88.96437831069947,95.45509279402955,-4.682327970287304
350000.0,6,6.226357146557448e+24,131451297.73142025,-469270134.48736244,-53559550.77416841,313.1047082738204,671.769582370082,-827.275956583979
350000.0,7,8.465520410768719e+24,124264933.90562673,834459123.1134801,28008317.29133795,-438.5524162420996,-335.41622877884765,-770.4969244984126
350000.0,8,6.293250332675079e+24,400299813.2967942,-52588552.102425605,-228227796.59796932,-875.2021205388834,416.3878936964659,-669.7312886369634
350000.0,9,9.6333450285479e+24,-713488398.8961941,571371204.6831604,-42311762.04689725,62.78975105372462,-819.7689130610748,-806.1292986155895
360000.0,0,1.554118165150887e+23,-1149306245.1733136,-92372392.82462935,-517913436.46832496,-1833.955987534746,290.9430229398503,-964.4034124952227
360000.0,1,2.6523384296295672e+23,107634776.59433563,447515077.6709498,-228051446.7129649,-449.36921458489877,-177.8111606100217,-206.8245511773121
360000.0,2,9.406705410554697e+24,-721395830.7664798,-153215154.25256723,-441254791.44486,36.50918071823267,113.80415175971211,-404.4238001022418
360000.0,3,3.358963612509865e+24,-659199034.9768864,394121266.7499867,-864512375.8167251,462.2364178921324,-495.5951324439794,273.3792388235983
360000.0,4,7.418048871488694e+24,696944655.0180997,171585136.6915875,-872866630.086084,-602.4919241462425,480.69539164344724,-63.05728146902948
360000.0,5,3.685693586328256e+24,-258250144.090582,463047008.8032113,-681321360.9738253,-98.39274536158018,84.6025781819524,11.069205448126748
360000.0,6,6.226357146557448e+24,134584205.24138787,-462429761.971865,-61889482.13639333,313.46064404765593,696.4169201370945,-838.7513946007629
360000.0,7,8.465520410768719e+24,119832259.9542258,831026628.9242895,20256626.001026876,-447.99123564065746,-351.1328011147007,-779.8690549870462
360000.0,8,6.293250332675079e+24,391462243.25722724,-48424519.33377609,-234941612.6805537,-892.3456169172123,416.36482198262127,-673.0036330785783
360000.0,9,9.6333450285479e+24,-712787432.1061431,563120084.2327698,-50430471.91152843,77.4444487751318,-830.4787941889163,-817.6594983243042
370000.0,0,1.554118165150887e+23,-1167419214.0158772,-89435906.61525875,-527512919.1135597,-1789.0691480962591,296.386357037367,-955.5344660076665
370000.0,1,2.6523384296295672e+23,103098526.48479494,445752041.2085801,-230095642.79990184,-457.8870338254331,-174.7675796060283,-202.05323395170151
370000.0,2,9.406705410554697e+24,-720965279.0314211,-151992743.30791968,-445282702.93052423,49.639669958453396,130.74684470032403,-401.144135601174
370000.0,3,3.358963612509865e+24,-654489651.822353,389126157.5517864,-861642027.1572998,479.6793390290727,-503.42403036857945,300.796085334159
370000.0,4,7.418048871488694e+24,690847828.6938177,176386347.83290333,-873428150.9726963,-616.9141470537589,479.53271187611415,-49.22035555256796
370000.0,5,3.685693586328256e+24,-259282007.45514846,463837190.126403,-681131014.7720277,-108.01410089326426,73.36598892621777,27.038210186994316
370000.0,6,6.226357146557448e+24,137720172.6629278,-455339544.6089949,-70335406.26556073,313.7140902544761,721.7466641682894,-850.4776750034343
370000.0,7,8.465520410768719e+24,115304928.68461168,827435467.2903205,12410383.09378254,-457.4847630653988,-367.15237911624786,-789.408809650389
370000.0,8,6.293250332675079e+24,382452242.15210795,-44262345.48558992,-241687296.37949142,-909.6887176431451,416.011399281592,-676.102324783268
370000.0,9,9.6333450285479e+24,-711938693.0550588,554761151.5366995,-58665890.62125071,92.34671661784617,-841.3333319763049,-829.4741786847204
380000.0,0,1.554118165150887e+23,-1185095417.1012328,-86444150.56901853,-537024882.8541483,-1746.545024463303,301.9862454409811,-946.8950638023173
380000.0,1,2.6523384296295672e+23,98476900.3475372,444020314.62739664,-232093281.53019008,-466.445968404314,-171.54556063276053,-197.5153454472032
380000.0,2,9.406705410554697e+24,-720402276.7901932,-150598834.33327278,-449277387.1722144,63.00071662883355,148.10871003934795,-397.7774815737267
380000.0,3,3.358963612509865e+24,-649604672.5613258,384052841.1885177,-858494335.2128999,497.3572950007033,-511.2362254482283,328.85513627346256
380000.0,4,7.418048871488694e+24,684605560.6300639,181175510.00515038,-873850510.490456,-631.5822841763289,478.28489277681444,-35.22381149520305
380000.0,5,3.685693586328256e+24,-260411117.26327887,464512964.815282,-680779831.4110441,-117.84494028309324,61.71603732988552,43.23917252910633
380000.0,6,6.226357146557448e+24,140858094.56335247,-447992412.7734393,-78899927.37777469,313.84850689211453,747.808660870309,-862.4742410442487
380000.0,7,8.465520410768719e+24,110682366.61722554,823682528.1241587,4467865.472962114,-467.038322969291,-383.49115313403587,-799.1256559434386
380000.0,8,6.293250332675079e+24,373267804.3947693,-40105477.64415501,-248463035.41242695,-927.2331415473329,415.2983785458077,-679.0119384597763
380000.0,9,9.6333450285479e+24,-710939630.3888956,546292900.5258038,-67020957.15921987,107.51186726674015,-852.3445925680963,-841.5924572782436
390000.0,0,1.554118165150887e+23,-1202356888.943114,-83395854.7455794,-546451494.8696175,-1706.0756434620862,307.685571387584,-938.460168637649
390000.0,1,2.6523384296295672e+23,93769439.83432877,442321793.39079857,-234046766.44272953,-475.055632240249,-168.12240821973216,-193.2250096472281
390000.0,2,9.406705410554697e+24,-719704472.5316007,-149029086.25529155,-453237947.48080933,76.6018898623179,165.9200099274788,-394.3183510829449
390000.0,3,3.358963612509865e+24,-644541698.5010902,378901495.81017846,-855062659.3439445,515.2799131149939,-519.0293737185032,357.6007041491546
390000.0,4,7.418048871488694e+24,678215331.4694672,185951750.54416054,-874132076.7823946,-646.5084866731545,476.9476240998639,-21.060462500334456
390000.0,5,3.685693586328256e+24,-261639655.95332494,465070040.9369157,-680265415.2357826,-127.90300702082376,49.62053733954648,59.68746769170791
390000.0,6,6.226357146557448e+24,143996686.64522144,-440380775.98376286,-87585852.81073195,313.844581633297,774.6573203781617,-874.7623067892307
390000.0,7,8.465520410768719e+24,105963945.66842268,819764533.8491219,-3572747.549957844,-476.6575167717346,-400.1664483997487,-809.0296531635698
390000.0,8,6.293250332675079e+24,363906913.2747906,-35957671.64000323,-255266854.8808303,-944.9793425925442,414.1931909513287,-681.7153449675509
390000.0,9,9.6333450285479e+24,-709787534.0804842,537713699.3929307,-75498810.31731585,122.9563427480992,-863.5256791946961,-854.0352134363134
400000.0,0,1.554118165150887e+23,-1219222871.075135,-80290265.8315049,-555794689.5139751,-1667.4080790979292,313.43770010354064,-930.2081949353095
400000.0,1,2.6523384296295672e+23,88975585.10598592,440658614.7385549,-235958650.56313196,-483.72673124705847,-164.47238362141195,-189.19802060544973
400000.0,2,9.406705410554697e+24,-718869407.9519707,-147278843.26870024,-457163428.36926526,90.45496909549674,184.21348870317337,-390.76045445794955
400000.0,3,3.358963612509865e+24,-639298236.1514753,373672326.734971,-851339897.7230165,533.4564980649859,-526.8003630719355,387.0807782207601
400000.0,4,7.418048871488694e+24,671674497.0895904,190714151.9815177,-874271144.5597308,-661.7055641061334,475.5162496941295,-6.722804377995284
400000.0,5,3.685693586328256e+24,-262969990.21044052,465503788.60968584,-679585211.9760346,-138.20743199642794,37.044013885823155,76.39946194095118
400000.0,6,6.226357146557448e+24,147134455.5351396,-432496474.6508894,-96396211.74220571,313.6797157486642,802.3521504882415,-887.3650633843138
400000.0,7,8.465520410768719e+24,101148980.22655553,815678027.5088438,-11713380.42774482,-486.34825429950064,-417.19683548522187,-819.1315040352313
400000.0,8,6.293250332675079e+24,354367555.2525984,-31823027.32323906,-262096599.2783542,-962.9261679758831,412.65952526622823,-684.1935169424343
400000.0,9,9.6333450285479e+24,-708479523.5189314,529021779.5483915,-84102807.39995228,138.6978406802757,-874.8908704650678,-866.8253110509417
410000.0,0,1.554118165150887e+23,-1235710300.832539,-77127053.70853634,-565056201.1189212,-1630.3326969430454,319.2043111847718,-922.1206654553918
410000.0,1,2.6523384296295672e+23,84094663.25689456,439033190.57038844,-237831653.72474775,-492.4711963948426,-160.56620086135072,-185.45196770465242
410000.0,2,9.406705410554697e+24,-717894496.0015647,-145343108.18872127,-461052806.9915406,104.57392835082162,203.0247444259319,-387.0965889767283
410000.0,3,3.358963612509865e+24,-633871701.3324144,368365574.8344757,-847318448.6036124,551.8958477420205,-534.5451677854604,417.3474252323726
410000.0,4,7.418048871488694e+24,664980281.7861223,195461748.41541943,-874265931.7858304,-677.1870316365307,473.98573274953196,7.7970135299677015
410000.0,5,3.685693586328256e+24,-264404685.60456854,465809204.9053647,-678736498.2689984,-148.77888926467028,23.947249776370416,93.3926285618551
410000.0,6,6.226357146557448e+24,150269662.91127992,-424330726.14757407,-105334276.09950495,313.3274020837996,830.9583599538622,-900.307911492881
410000.0,7,8.465520410768719e+24,96236723.8954586,811419359.7063854,-19956068.08983232,-496.11678895291624,-434.60225425729925,-829.4426112183717
410000.0,8,6.293250332675079e+24,344647738.0768036,-27706028.32443567,-268949912.44161093,-981.0704322490376,410.6568502141393,-686.4253112719252
410000.0,9,9.6333450285479e+24,-707012534.2490716,520215223.08118,-92836545.32914674,154.7554585161699,-886.4557816421943,-879.9878570867089
420000.0,0,1.554118165150887e+23,-1251834197.9581733,-73906236.80525656,-574237593.3836476,-1594.6743076555897,324.9537768858316,-914.181875371526
420000.0,1,2.6523384296295672e+23,79125875.35166559,437448245.7999531,-239668681.177049,-501.30232817800726,-156.37043389568404,-182.00636783203979
420000.0,2,9.406705410554697e+24,-716776998.6917636,-143216511.8797825,-464904983.3650759,118.97499795397738,222.39264419676192,-383.3185050110796
420000.0,3,3.358963612509865e+24,-628259425.3763791,362981526.5221973,-842990167.3363663,570.6060162160758,-542.2586722711565,448.4572402728912
420000.0,4,7.418048871488694e+24,658129770.964557,200193521.5111875,-874114576.0489433,-692.9671612065399,472.3506163574471,22.50722165496721
420000.0,5,3.685693586328256e+24,-265946522.87680402,465980873.85959953,-677716369.9415711,-159.6397703175142,10.286758264702382,110.6856804594177
420000.0,6,6.226357146557448e+24,153400282.76795757,-415874064.4622228,-114403583.93683468,312.756469658121,860.5475398493637,-913.6187229694588
420000.0,7,8.465520410768719e+24,91226365.86537723,806984674.227998,-28302963.24649535,-505.96975715241166,-452.4041533685646,-839.975139238584
420000.0,8,6.293250332675079e+24,334745513.6671761,-23611586.905745275,-275824215.2006254,-999.4063859637513,408.1398728554349,-688.3872261797292
420000.0,9,9.6333450285479e+24,-705383303.165222,511291948.4733767,-101703884.54162575,171.1498590538594,-898.2375536238118,-893.5505027924668
430000.0,0,1.554118165150887e+23,-1267607973.7746964,-70628121.62052393,-583340285.5041668,-1560.2854128581175,330.65992749750427,-906.3785775366418
430000.0,1,2.6523384296295672e+23,74068281.96205783,435906863.1534816,-241472843.5494242,-510.2349519484711,-151.84681719022507,-178.88280424975753
430000.0,2,9.406705410554697e+24,-715514003.9317245,-140893278.2592281,-468718769.11375064,133.6767961665898,242.35979612204133,-379.41674289952755
430000.0,3,3.358963612509865e+24,-622458664.0257773,357520525.68648034,-838346318.59822,589.5940088627715,-549.9344571415049,480.47185454493336
430000.0,4,7.418048871488694e+24,651119903.2981429,204908396.08071905,-873815130.5771387,-709.0610371945745,470.6049785906068,37.41646862363177
430000.0,5,3.685693586328256e+24,-267598516.0701586,466012920.77779704,-676521728.8694719,-170.81437908469235,-3.9858331407826615,128.29872284655326
430000.0,6,6.226357146557448e+24,156523950.32962564,-407116272.6107452,-123607965.5885817,311.9301628510382,891.1984321831055,-927.3281349000762
430000.0,7,8.465520410768719e+24,86117026.86539927,802369892.1844692,-36756344.341640286,-515.9142227090856,-470.6256476957215,-850.7420823736743
430000.0,8,6.293250332675079e+24,324659006.9491898,-19545094.577870607,-282716680.46431786,-1017.9250514761171,405.05792581945246,-690.0531308108707
430000.0,9,9.6333450285479e+24,-703588351.9272197,502249694.26236916,-110708976.14657928,187.9034612227143,-910.2550755140388,-907.543796249286
440000.0,0,1.554118165150887e+23,-1283043680.8631763,-67293253.12144883,-592365575.285117,-1527.0409813950325,336.30109598873474,-898.6996941385027
440000.0,1,2.6523384296295672e+23,68920787.10108581,434412535.5839218,-243247478.2363883,-519.285582857016,-146.95141794526765,-176.10507198813747
440000.0,2,9.406705410554697e+24,-714102400.7090539,-138367184.23946208,-472492874.4043511,148.7005288383678,262.9730922814363,-375.3804334169573
440000.0,3,3.358963612509865e+24,-616466609.7972221,351982987.9862574,-833377523.2283171,608.8653900788411,-557.5645389342287,513.4585076034944
440000.0,4,7.418048871488694e+24,643947462.3045219,209605235.18144038,-873365559.8389904,-725.4846171318976,468.7423811450733,52.53386589327615
440000.0,5,3.685693586328256e+24,-269363932.72381616,465898959.86377114,-675149268.1914847,-182.3291500489992,-18.924505234827663,146.25343035798704
440000.0,6,6.226357146557448e+24,159637900.76584172,-398046306.88746643,-132951572.93741992,310.8050146906343,922.9977950227585,-941.4698790096462
440000.0,7,8.465520410768719e+24,80907754.64451082,797570694.4766759,-45318624.21658409,-525.9577268658013,-489.2916965904525,-861.7573390637627
440000.0,8,6.293250332675079e+24,314386452.13595515,-15512479.22941709,-289624205.4568813,-1036.6133909723649,401.35427647819967,-691.3939655795734
440000.0,9,9.6333450285479e+24,-701623968.3222001,493086000.27951056,-119856292.90904388,205.04066107946178,-922.5292481684138,-922.0015969776741
450000.0,0,1.554118165150887e+23,-1298152216.4668994,-63902373.61865407,-601314659.5049917,-1494.834362137026,341.85936739850536,-891.1360556650877
450000.0,1,2.6523384296295672e+23,63682120.46851006,432969227.7138312,-244996172.26923752,-528.4725981493391,-141.63365302583966,-173.69932976749675
450000.0,2,9.406705410554697e+24,-712538851.9245466,-135631513.81701732,-476225892.66900235,164.07025975415752,284.28433948678276,-371.1970527510307
450000.0,3,3.358963612509865e+24,-610280408.808787,346369418.02530026,-828073698.9848891,628.4237780129602,-565.1390526174808,547.4906923989474
450000.0,4,7.418048871488694e+24,636609067.2869897,214282834.66477844,-872763734.6613235,-742.2547981958927,466.75581038536455,67.86903996086585
450000.0,5,3.685693586328256e+24,-271246316.374476,465632034.00346446,-673595455.6082124,-194.21289198019218,-34.58969758971958,164.57325408450623
450000.0,6,6.226357146557448e+24,162738895.40203115,-388652211.94580686,-142438912.16417918,309.32946292564964,956.0413727803085,-956.0811489742525
450000.0,7,8.465520410768719e+24,75597518.92035158,792582502.360641,-53992359.552998364,-536.1083448743703,-508.4293063630633,-873.0357934359814
450000.0,8,6.293250332675079e+24,303926238.34946996,-11520269.579960627,-296543380.80691016,-1055.4532620063055,396.9653521735398,-692.3774122965611
450000.0,9,9.6333450285479e+24,-699486185.2405559,483798186.0107349,-129150664.74393125,222.58808913373733,-935.083298037169,-936.9615660032913
460000.0,0,1.554118165150887e+23,-1312943489.50386,-60456388.34828599,-610188651.8034877,-1463.5740526777777,347.31998065457645,-883.6801660772918
460000.0,1,2.6523384296295672e+23,58350817.95091486,431581448.0215909,-246722786.74097145,-537.8164131969103,-135.8351169884245,-171.69425884669053
460000.0,2,9.406705410554697e+24,-710819764.1433812,-132679005.33291921,-479916282.6024862,179.81325850713566,306.35099805583536,-366.85212023305803
460000.0,3,3.358963612509865e+24,-603897183.3601975,340680430.04304373,-822423994.4504461,648.2701927222289,-572.6458631575236,582.6488821617845
460000.0,4,7.418048871488694e+24,629101163.5783638,218939917.0913744,-872007426.7801487,-759.3894903617918,464.6376093837795,83.43219383635349
460000.0,5,3.685693586328256e+24,-273249511.63366,465204545.2969231,-671856514.4325434,-206.4970598200286,-51.04931340763712,183.28366554248282
460000.0,6,6.226357146557448e+24,165823132.54109582,-378921025.62068516,-152074880.3673457,307.4421436554422,990.4349785032462,-971.2030071693464
460000.0,7,8.465520410768719e+24,70185205.72542053,787400455.8498837,-62780261.169166714,-546.3747501114843,-528.0677611047329,-884.5934045442419
460000.0,8,6.293250332675079e+24,293276966.98058224,-7575667.816975029,-303470456.1874562,-1074.4201032165615,391.81987789403536,-692.9675344506069
460000.0,9,9.6333450285479e+24,-697170756.8660208,474383325.51928353,-138597319.55623817,240.57491165008872,-947.9431531729048,-952.4657482388453
470000.0,0,1.554118165150887e+23,-1327426558.6768963,-56956336.43339406,-618988598.3436805,-1433.181120823012,352.6708455416129,-876.3259922357211
470000.0,1,2.6523384296295672e+23,52925200.36456712,430254333.8630118,-248431482.8585919,-547.3396557906264,-129.4881789145763,-170.12122992919487
470000.0,2,9.406705410554697e+24,-708941253.4360086,-129501790.70436566,-483562346.7887872,195.96043694062604,329.2370534759789,-362.32882347597433
470000.0,3,3.358963612509865e+24,-597314061.9428422,334916772.9146113,-816416715.2193695,668.4022134188596,-580.0700888027219,619.0213486927363
470000.0,4,7.418048871488694e+24,621420012.015586,223575124.91467354,-871094302.7220006,-776.9076973135642,462.37939923356595,99.23417988789376
470000.0,5,3.685693586328256e+24,-275377692.1347444,464608174.63757735,-669928401.9792935,-219.2160571309663,-68.37991134714731,202.41244660750516
470000.0,6,6.226357146557448e+24,168886139.27320364,-368838672.3527947,-161864806.44689953,305.0697794447763,1026.2956912722989,-986.8808305058641
470000.0,7,8.465520410768719e+24,64669611.06968904,782019389.6476938,-71685205.24966331,-556.766286892786,-548.2388868061904,-896.4473039104537
470000.0,8,6.293250332675079e+24,282437523.83833134,-3686631.293356586,-310401302.21944475,-1093.481276597326,385.8379271184331,-693.1243903168202
470000.0,9,9.6333450285479e+24,-694673131.5938712,464838218.2360639,-148201930.45304957,259.03318555951546,-961.1378966232688,-968.5612685444952
480000.0,0,1.554118165150887e+23,-1341609747.4257753,-53403366.215056546,-627715491.4805876,-1403.5871297959075,357.90214790169784,-869.0687753731129
480000.0,1,2.6523384296295672e+23,47403350.495796636,428993751.8977421,-250126749.71394596,-557.0673307367298,-122.51429432585113,-169.01448051734963
480000.0,2,9.406705410554697e+24,-706899106.3487571,-126091325.1495119,-487162206.13466054,212.54688987064415,353.01405202863106,-357.6075507049043
480000.0,3,3.358963612509865e+24,-590528218.8685757,329079360.44837284,-810039241.4050782,688.8128859811869,-587.3935140957301,656.7050818020637
480000.0,4,7.418048871488694e+24,613561677.5607955,228187012.8154513,-870021916.8892945,-794.8296065044752,459.97198752627475,115.28658669212444
480000.0,5,3.685693586328256e+24,-277635391.66606385,463833788.2750133,-667806784.778452,-232.40757116359302,-86.66812459447455,221.9900371244783
480000.0,6,6.226357146557448e+24,171922639.7107958,-358389844.07495296,-171814496.62888548,302.1245559794743,1063.7531649323446,-1003.1647917507887
480000.0,7,8.465520410768719e+24,59049433.82611607,776433806.2472581,-80710245.59420834,-567.2930533218531,-568.9773547978414,-908.6159019028322
480000.0,8,6.293250332675079e+24,271407169.97606176,138035.87924962083,-317331368.39483637,-1112.5939717046936,378.929894097496,-692.803625312132
480000.0,9,9.6333450285479e+24,-691988421.082481,455159354.7497192,-157970670.59476137,277.998279220455,-974.7003168984834,-985.3011687457522
490000.0,0,1.554118165150887e+23,-1355500740.176777,-49798714.17447066,-636370281.6456004,-1374.7324562897875,363.0060233830229,-861.9048624372743
490000.0,1,2.6523384296295672e+23,41783088.58904921,427806417.0996088,-251813433.89767292,-567.0269634712236,-114.82196319987784,-168.41130716899264
490000.0,2,9.406705410554697e+24,-704688734.8603218,-122438305.57727209,-490713769.05447197,229.6125613307879,377.76233967727296,-352.6653034332851
490000.0,3,3.358963612509865e+24,-583536926.3877124,323169308.2176991,-803277935.4079938,709.4893022409307,-594.5938646869149,695.8068192099187
490000.0,4,7.418048871488694e+24,605522016.9688704,232774039.0463911,-868787703.6937947,-813.1766901442353,457.40526139524076,131.60184318738453
490000.0,5,3.685693586328256e+24,-280027538.82374454,462871328.8484934,-665487009.962246,-246.11294187321272,-106.01235706126946,242.0499555022065
490000.0,6,6.226357146557448e+24,174926393.88641295,-347557867.5123909,-181930284.94630358,298.50085212194915,1102.9510325512583,-1020.1103673232855
490000.0,7,8.465520410768719e+24,53323267.731219605,770637845.7708422,-89858626.97633865,-577.9659957086752,-590.3210318845302,-921.1190033804987
490000.0,8,6.293250332675079e+24,260185656.15689996,3888580.6466695056,-324255636.86767656,-1131.7025502535412,370.99540847994183,-691.9560559928439
490000.0,9,9.6333450285479e+24,-689111364.7046404,445342876.5030564,-167910277.2630377,297.5093747247465,-988.667581217741,-1002.7454207282077
500000.0,0,1.554118165150887e+23,-1369106663.3812354,-46143686.83703367,-644953887.6352545,-1346.5649179036027,367.9762851632204,-854.831555289798
500000.0,1,2.6523384296295672e+23,36061946.56664338,426700034.3175184,-253496771.1404876,-577.2487069870854,-106.30424449093726,-168.35228038695942
500000.0,2,9.406705410554697e+24,-702305123.9349983,-118532575.36881796,-494214694.0390134,247.20306442586113,403.57255450730474,-347.47495352402666
500000.0,3,3.358963612509865e+24,-576337623.0785809,317187978.47921383,-796118038.7985885,730.4107457051676,-601.6439084343707,736.4441947639651
500000.0,4,7.418048871488694e+24,597296665.3812027,237334555.616896,-867388968.5452715,-831.9718194082305,454.66806191241216,148.19334426995044
500000.0,5,3.685693586328256e+24,-282559495.5254031,461709687.82177544,-662964072.0001919,-260.3775649377522,-126.52481862998678,262.6293124419849
500000.0,6,6.226357146557448e+24,177890000.02177215,-336324557.09479535,-192219088.86161175,294.0711512123653,1144.0483713888643,-1037.778853820175
500000.0,7,8.465520410768719e+24,47489592.37644651,764625252.0372727,-99133799.7059579,-588.7970163083181,-612.3113862671756,-933.9779328434518
500000.0,8,6.293250332675079e+24,248773367.30114475,7554187.846826572,-331168572.12847906,-1150.735175280682,361.9222337368329,-690.5272674669101
500000.0,9,9.6333450285479e+24,-686036288.4861042,435384528.0067149,-178028127.1240182,317.6100720732312,-1003.0820654184668,-1020.9621612160065
510000.0,0,1.554118165150887e+23,-1382434154.1047254,-42439645.17590027,-653467205.4736608,-1319.0386464145265,372.80819472368415,-847.8469759501457
510000.0,1,2.6523384296295672e+23,30237141.449286398,425683467.38304067,-255182420.2669424,-587.7653904905029,-96.83570931109317,-168.88149496880416
510000.0,2,9.406705410554697e+24,-699742769.9609154,-114363012.7044502,-497662343.82175285,265.37069160601175,430.54743778753067,-342.0042960356925
510000.0,3,3.358963612509865e+24,-568928003.5189623,311137035.1313381,-788543557.1050457,751.5462614474424,-608.5103376142824,778.7470097203135
510000.0,4,7.418048871488694e+24,588881021.6991974,241866797.11246333,-865822877.4558858,-851.2393948646994,451.7480358497382,165.07560304263458
510000.0,5,3.685693586328256e+24,-285237099.7167284,460336555.55808777,-660232573.7237595,-275.2513267337853,-148.33397643582472,283.7694444950166
510000.0,6,6.226357146557448e+24,180804650.9317099,-324670053.17604935,-202688469.974672,288.68091509256004,1187.2211614313599,-1056.237861655278
510000.0,7,8.465520410768719e+24,41546763.04743866,758389334.2454495,-108539435.4907786,-599.7990963593058,-634.9939605581861,-947.2156690125611
510000.0,8,6.293250332675079e+24,237171505.02376014,11122856.237395685,-338064066.8625463,-1169.5995259563747,351.58522364175894,-688.4572605548536
510000.0,9,9.6333450285479e+24,-682757057.385895,425279599.7889484,-188332325.18852687,338.3491218159747,-1017.9923856664283,-1040.0292080106
520000.0,0,1.554118165150887e+23,-1395489418.3701556,-38687991.12786151,-661911116.0008707,-1292.113158003483,377.4982673825621,-840.9499462825116
520000.0,1,2.6523384296295672e+23,24305548.69946967,424766942.12432736,-256876499.91141537,-598.6124803736327,-86.2686756687063,-170.04687647426616
520000.0,2,9.406705410554697e+24,-696995607.939264,-109917398.8436176,-501053728.78658634,284.17566352268614,458.80404883579,-336.21483154735006
520000.0,3,3.358963612509865e+24,-561306135.9137717,305018511.1774056,-780537131.2734611,772.85145677012,-615.1523748414131,822.8586261105576
520000.0,4,7.418048871488694e+24,580270232.5565174,246368867.89835033,-864086444.9622383,-871.0054970674662,448.63145983431394,182.26443628499482
520000.0,5,3.685693586328256e+24,-288066712.5673347,458738244.41368175,-657286680.2732546,-290.7890659510312,-171.5875179875361,305.51670301690325
520000.0,6,6.226357146557448e+24,183659832.86589512,-312572646.15980935,-213346699.34334314,282.1421453677052,1232.6636200874634,-1075.5617324698133
520000.0,7,8.465520410768719e+24,35492999.24733902,751922923.5347879,-118079444.68860814,-610.9864366321292,-658.4189260831924,-960.8569882654534
520000.0,8,6.293250332675079e+24,225382318.6159305,14581264.87236845,-344935384.76014876,-1188.17734605115,339.8454627327387,-685.6802074580957
520000.0,9,9.6333450285479e+24,-679267019.4662992,415022859.77512693,-198831810.66034317,359.78132134539925,-1033.454692780384,-1060.0359368153956
530000.0,0,1.554118165150887e+23,-1408278281.0264962,-34890155.90723608,-670286491.3243983,-1265.7525824732625,382.0441062072745,-834.1398807166399
530000.0,1,2.6523384296295672e+23,18263676.55376716,423962291.4774532,-258585628.7081383,-609.8279136100576,-74.42851227975724,-171.9005764210619
530000.0,2,9.406705410554697e+24,-694056924.7375829,-105182261.78307816,-504385436.4802481,303.6876796164798,488.47649660952004,-330.06018658447226
530000.0,3,3.358963612509865e+24,-553470616.6236328,298834891.8052949,-772079894.6229817,794.2642679020239,-621.5200300028894,868.9374714325343
530000.0,4,7.418048871488694e+24,571459174.6634599,250838727.4015776,-862176519.9930114,-891.2980625630828,445.3030306815848,199.77719144628142
530000.0,5,3.685693586328256e+24,-291055270.37601906,456899479.15768665,-654120064.1867597,-307.05105158102765,-196.45594531714733,327.9234461306211
530000.0,6,6.226357146557448e+24,186442952.00642723,-300008588.6693014,-224202826.2544643,274.225288695262,1280.589216418984,-1095.8317932874113
530000.0,7,8.465520410768719e+24,29326371.717081252,745218323.52344,-127757995.03311273,-622.3746179124801,-682.6417364690133,-974.9286155825471
530000.0,8,6.293250332675079e+24,213409397.6523512,17914632.61536687,-351775101.7933001,-1206.3175108833962,326.5497972156012,-682.1244089887983
530000.0,9,9.6333450285479e+24,-675558940.092381,404608470.07838243,-209536483.7810159,381.96862195293863,-1049.5343121135352,-1081.085624495118
540000.0,0,1.554118165150887e+23,-1420806228.5783687,-31047589.85988239,-678594200.2579288,-1239.9250217354293,386.4442593293228,-827.4166907679951
540000.0,1,2.6523384296295672e+23,12107642.876115687,423283253.3831246,-260316970.0778035,-621.451749519032,-61.10771962029084,-174.4995070514362
540000.0,2,9.406705410554697e+24,-690919254.9934543,-100142689.40606873,-507653543.01033723,323.98785364103935,519.7193398042349,-323.4840448598898
